student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_enrollment_date,student_cohort,current_gpa,cumulative_gpa,credits_completed,semesters_enrolled,academic_standing,scholarship_id,scholarship_name,scholarship_type,scholarship_amount,award_date,academic_year,is_renewable,gpa_requirement,renewal_count,total_scholarships,total_scholarship_amount,merit_scholarship_total,need_based_total,athletic_scholarship_total,departmental_total,avg_scholarship_amount,largest_scholarship,total_tuition_paid,scholarship_coverage_pct,net_tuition_cost,has_additional_aid,semesters_since_award,gpa_at_award,gpa_current,gpa_change_since_award,met_gpa_requirement,courses_passed_since_award,credits_earned_since_award,is_still_enrolled,retention_status,graduation_status,semesters_retained,retention_rate_pct,gpa_vs_non_scholarship_avg,retention_vs_non_scholarship,graduation_rate_vs_average,scholarship_per_credit_hour,scholarship_roi_score,is_scholarship_at_risk,is_high_performer,is_scholarship_renewed,meets_requirements
9556,Emily,Huynh,rchapman@example.net,Mathematics,Active,2023-08-30,2023,2.64,2.64,59,3,Warning,e54f58f5-f5ee-4390-8698-b117ded26287,Athletic Excellence,Departmental,11599.58,2024-06-11,2024-2025,True,3.16,0,1,18899.97,0,0,0,5669.99,18899.97,11599.58,45661.1,47.25,11598.66,True,1,3.45,2.64,-0.81,True,15,53,True,Retained,In Progress,1,93.5,0.17,10.13,-4.02,320.34,53.58,False,False,False,True
8087,Tracy,Lawson,wendy25@example.com,Psychology,Graduated,2025-11-01,2025,2.41,2.41,43,8,Warning,7f63e6a3-20db-4f1f-bdd8-c7e4a04a4a52,Dean's Scholarship,Athletic,12289.86,2024-07-06,2024-2025,False,2.9,3,2,26738.2,0,0,13369.1,0,13369.1,12289.86,43822.68,66.85,10481.87,False,6,3.1,2.41,-0.69,False,33,113,False,Not Retained,Graduated,6,93.06,0.41,14.5,0.91,621.82,70.51,True,False,True,False
6460,Cynthia,Shelton,ncunningham@example.org,Mathematics,Active,2022-08-14,2022,3.92,3.92,38,6,Good,2411c376-6025-4f47-b91f-c8761a98fb9c,STEM Innovation Grant,Departmental,4740.64,2023-12-04,2023-2024,False,3.32,1,1,4833.73,0,0,0,1450.12,4833.73,4740.64,59169.25,12.08,49361.52,False,4,3.56,3.92,0.36,True,11,38,True,Retained,In Progress,4,85.61,0.31,9.25,2.48,127.2,68.87,False,True,True,True
7320,Michael,Ramirez,zcrawford@example.com,Computer Science,Active,2023-08-30,2023,2.72,2.72,31,4,Warning,ea9e26d8-29b7-46de-a245-47a6d8ba0bcf,Dean's Scholarship,Merit,2644.85,2023-12-04,2023-2024,True,3.08,3,1,6418.81,2567.52,0,0,0,6418.81,2644.85,41051.36,16.05,39756.68,True,5,3.59,2.72,-0.87,True,10,69,True,Retained,In Progress,8,94.02,-0.22,13.69,9.14,207.06,86.12,False,False,False,True
7128,Shelby,Smith,msellers@example.com,Engineering,On Leave,2025-11-11,2025,3.65,3.65,92,5,Good,20e3fcf2-6499-47b9-b582-efeb6d41739f,Dean's Scholarship,Athletic,12571.19,2023-07-11,2023-2024,True,2.59,1,2,22998.98,0,0,11499.49,0,11499.49,12571.19,58944.48,57.5,35901.54,True,3,3.75,3.65,-0.1,True,32,61,False,Not Retained,Graduated,8,94.75,-0.11,6.78,-0.25,249.99,69.82,False,False,False,True
3879,Kelsey,Graves,stevenharrell@example.org,Mathematics,Active,2023-12-21,2023,3.02,3.02,23,2,Good,bcca5df3-1685-4030-b2c2-a105c536da0e,Dean's Scholarship,Merit,9474.99,2023-02-18,2023-2024,False,3.33,1,2,21612.04,8644.82,0,0,0,10806.02,9474.99,35397.36,54.03,29454.46,False,2,3.03,3.02,-0.01,True,18,33,True,Retained,In Progress,3,88.32,0.08,2.12,0.14,939.65,82.38,False,False,True,True
8654,Chelsea,Turner,zlloyd@example.org,Physics,Graduated,2025-05-14,2025,3.19,3.19,94,2,Good,99745cb4-f6fa-449f-afe4-dcbeea3be393,STEM Innovation Grant,Athletic,6889.93,2024-09-17,2024-2025,False,3.0,1,2,16583.6,0,0,8291.8,0,8291.8,6889.93,20812.34,41.46,16470.31,False,4,3.4,3.19,-0.21,True,13,111,False,Not Retained,Graduated,3,95.71,0.06,8.36,1.24,176.42,79.31,False,False,False,True
3332,Tom,Sosa,desireeedwards@example.com,History,Active,2022-04-30,2022,2.56,2.56,101,7,Warning,666e93d1-c893-495f-879f-9b67b425e76a,First Generation Grant,Need-Based,6879.35,2024-01-04,2024-2025,False,3.1,0,2,9228.37,0,2768.51,0,0,4614.18,6879.35,40823.88,23.07,35011.3,True,4,3.19,2.56,-0.63,True,15,38,True,Retained,In Progress,7,91.58,0.38,4.53,0.27,91.37,73.89,False,False,False,True
2272,Jamie,Jones,sarah87@example.org,Engineering,Active,2024-11-25,2024,2.14,2.14,73,8,Warning,6d97b444-e42d-40de-bebf-8e8451f32247,Leadership Scholarship,Departmental,4666.76,2023-12-03,2023-2024,True,2.72,1,2,7330.95,0,0,0,2199.28,3665.47,4666.76,36668.22,18.33,33273.23,False,6,3.49,2.14,-1.35,False,19,64,True,Retained,In Progress,5,92.85,-0.01,1.97,1.04,100.42,86.38,True,False,False,False
9590,Angela,Jackson,xrobinson@example.com,History,Active,2023-05-17,2023,2.65,2.65,91,4,Warning,5fdef196-17f1-4670-a745-ff1696b854ca,STEM Innovation Grant,Merit,3102.55,2024-12-01,2024-2025,True,3.19,0,3,5114.89,2045.96,0,0,0,1704.96,3102.55,33084.3,12.79,45080.02,False,4,3.15,2.65,-0.5,True,30,70,True,Retained,In Progress,3,88.94,0.29,2.08,4.41,56.21,83.82,False,False,False,True
3666,David,Harmon,simmonsjacob@example.org,History,Active,2025-09-12,2025,2.93,2.93,15,5,Warning,f024048a-1600-469d-88ab-a44bcac7a2d4,Community Service Award,Athletic,7007.22,2023-07-27,2023-2024,True,2.89,0,2,16307.24,0,0,8153.62,0,8153.62,7007.22,42804.17,40.77,21282.44,True,2,3.75,2.93,-0.82,True,33,48,True,Retained,In Progress,2,93.11,-0.02,10.43,-4.61,1087.15,57.72,False,False,True,True
8693,Cameron,Vaughn,gina69@example.org,Physics,Graduated,2022-08-27,2022,2.78,2.78,101,8,Warning,8ed4e622-64dc-4836-8537-dd1480869e63,Diversity Scholarship,Need-Based,5997.61,2024-11-18,2024-2025,True,2.96,1,2,10424.31,0,3127.29,0,0,5212.16,5997.61,49319.5,26.06,43213.32,True,3,4.0,2.78,-1.22,True,21,81,False,Not Retained,Graduated,5,92.69,-0.28,0.23,-2.19,103.21,91.03,False,False,True,True
3543,Brandy,Brown,campbelllisa@example.net,Computer Science,Active,2024-04-30,2024,3.0,3.0,114,7,Good,112ee510-8fb9-417e-9523-dacc98f0fc8e,Community Service Award,Departmental,1576.94,2023-06-27,2023-2024,False,3.21,1,2,3349.46,0,0,0,1004.84,1674.73,1576.94,46692.74,8.37,41220.2,True,4,3.15,3.0,-0.15,True,16,54,True,Retained,In Progress,3,94.94,-0.22,6.57,-2.87,29.38,70.61,False,False,True,True
5924,Jacob,Salinas,michael40@example.net,Biology,On Leave,2024-03-19,2024,2.87,2.87,58,7,Warning,7671023b-7310-4af6-bf9d-a456b266c748,First Generation Grant,Athletic,1400.15,2023-07-20,2023-2024,True,3.19,3,2,2459.62,0,0,1229.81,0,1229.81,1400.15,28230.97,6.15,47664.07,True,4,3.35,2.87,-0.48,True,21,30,False,Not Retained,Graduated,5,90.52,0.41,11.11,9.25,42.41,93.79,False,False,False,True
5325,Amanda,Webb,brad09@example.org,Physics,On Leave,2024-02-09,2024,3.55,3.55,34,6,Good,5e3b7bba-d2c7-47e4-b7ba-27e3c47a6b3b,First Generation Grant,Athletic,14139.39,2023-12-23,2023-2024,True,2.92,0,2,25096.26,0,0,12548.13,0,12548.13,14139.39,45080.11,62.74,10210.07,True,2,3.87,3.55,-0.32,True,35,33,False,Not Retained,Graduated,6,89.65,0.42,8.32,1.59,738.13,82.07,False,False,False,True
44,Bryan,Taylor,annbolton@example.com,Economics,Active,2024-12-26,2024,3.59,3.59,37,2,Good,19f9b6c9-19d2-478d-9c90-411f29d70dc3,Dean's Scholarship,Merit,10217.42,2024-04-25,2024-2025,False,3.24,0,1,24078.63,9631.45,0,0,0,24078.63,10217.42,34823.72,60.2,30169.99,False,1,3.41,3.59,0.18,True,24,68,True,Retained,In Progress,4,96.84,0.4,4.95,0.69,650.77,99.1,False,False,True,True
7266,Laura,Simmons,perezdaniel@example.com,Computer Science,Active,2024-05-28,2024,2.1,2.1,10,4,Warning,7a62beec-d4c8-4373-b525-2e372a19347a,First Generation Grant,Departmental,4387.04,2023-09-28,2023-2024,True,3.31,0,3,7739.76,0,0,0,2321.93,2579.92,4387.04,37892.95,19.35,18208.63,False,1,3.36,2.1,-1.26,False,27,68,True,Retained,In Progress,1,92.62,-0.13,2.01,-4.77,773.98,88.24,True,False,True,False
5473,Stacey,Jackson,lsmith@example.net,Mathematics,Active,2025-03-17,2025,3.1,3.1,83,4,Good,99e5edea-72a4-4828-b262-4c15ac4f35f9,Leadership Scholarship,Merit,2361.77,2023-01-19,2023-2024,False,3.49,0,1,5503.33,2201.33,0,0,0,5503.33,2361.77,38100.1,13.76,34521.35,True,3,3.01,3.1,0.09,True,25,69,True,Retained,In Progress,4,88.39,0.04,5.96,-3.18,66.31,93.81,False,False,False,True
5452,Yvonne,Myers,arobinson@example.org,Biology,On Leave,2024-09-23,2024,3.94,3.94,11,5,Good,afd6cd04-b68d-4aeb-80da-5ce854a16fc2,STEM Innovation Grant,Athletic,6678.88,2024-10-07,2024-2025,True,3.03,2,2,13106.02,0,0,6553.01,0,6553.01,6678.88,39885.86,32.77,24367.41,False,2,3.67,3.94,0.27,True,23,76,False,Not Retained,Graduated,8,90.54,0.26,10.08,-0.16,1191.46,93.54,False,True,True,True
3585,Michael,Stephens,lopezlinda@example.com,English,Active,2025-09-19,2025,2.23,2.23,85,8,Warning,221e7e84-60d6-4a4d-a1b2-bd3f0e1e85fa,Community Service Award,Need-Based,5740.34,2023-07-17,2023-2024,True,2.73,0,1,11227.19,0,3368.16,0,0,11227.19,5740.34,41260.16,28.07,42884.99,True,4,3.39,2.23,-1.16,False,17,113,True,Retained,In Progress,7,98.0,-0.29,6.88,0.34,132.08,94.63,True,False,False,False
5225,Dorothy,Newman,davisstacey@example.net,English,Graduated,2024-07-05,2024,3.01,3.01,103,2,Good,413128db-8ba0-4a2b-84e4-8b4efd6cadb7,Diversity Scholarship,Departmental,4234.23,2024-03-20,2024-2025,True,3.5,0,1,10083.7,0,0,0,3025.11,10083.7,4234.23,38166.28,25.21,23595.23,True,1,3.02,3.01,-0.01,True,26,98,False,Not Retained,Graduated,7,88.9,-0.18,8.01,8.12,97.9,92.59,False,False,True,True
6969,Ashley,Friedman,sheltonerin@example.com,English,Active,2025-05-24,2025,2.14,2.14,100,5,Warning,73e08a44-ca48-4404-9ce4-d972038e52e5,Athletic Excellence,Athletic,14803.31,2024-06-26,2024-2025,True,3.29,0,2,16394.92,0,0,8197.46,0,8197.46,14803.31,42110.27,40.99,17955.1,True,6,3.82,2.14,-1.68,False,35,39,True,Retained,In Progress,8,92.91,0.43,11.23,-2.98,163.95,83.12,True,False,True,False
6628,Marie,James,cranegary@example.net,English,Active,2023-03-14,2023,3.57,3.57,112,8,Good,51660ff9-ee48-490c-9515-1edd8b11a0cf,Community Service Award,Departmental,11409.44,2023-12-13,2023-2024,True,2.76,0,1,20324.21,0,0,0,6097.26,20324.21,11409.44,22862.77,50.81,33976.96,False,1,3.98,3.57,-0.41,True,17,79,True,Retained,In Progress,4,95.77,0.01,12.36,0.21,181.47,71.72,False,False,True,True
7475,Zachary,Johnson,elainewilliams@example.com,Mathematics,Active,2022-05-07,2022,2.73,2.73,74,2,Warning,c1ee24aa-0d82-4932-83fd-f50674483545,Dean's Scholarship,Need-Based,14602.27,2024-11-24,2024-2025,True,3.24,0,1,26065.96,0,7819.79,0,0,26065.96,14602.27,32046.52,65.16,22776.91,False,6,3.45,2.73,-0.72,True,22,100,True,Retained,In Progress,8,90.42,-0.2,12.21,-3.33,352.24,72.15,False,False,False,True
5112,Todd,Mata,michael40@example.com,Mathematics,Graduated,2023-06-17,2023,3.89,3.89,77,2,Good,e1e7040d-9d1d-44f6-ad53-470f2ec45495,Leadership Scholarship,Merit,5738.75,2023-12-26,2023-2024,False,3.15,0,1,8624.68,3449.87,0,0,0,8624.68,5738.75,57637.14,21.56,31906.77,True,2,3.38,3.89,0.51,True,18,37,False,Not Retained,Graduated,4,92.65,0.21,14.42,-2.86,112.01,81.26,False,True,True,True
829,Katrina,Porter,marquezkylie@example.net,Economics,Active,2023-09-08,2023,2.03,2.03,86,7,Warning,e8ada833-144b-4053-a8af-624552c402a6,Presidential Scholarship,Athletic,6239.15,2024-07-16,2024-2025,True,3.35,2,1,10556.28,0,0,5278.14,0,10556.28,6239.15,28111.59,26.39,37385.16,True,4,3.5,2.03,-1.47,False,32,38,True,Retained,In Progress,3,85.65,0.44,0.28,-3.73,122.75,51.74,True,False,True,False
1410,Christopher,Johnson,morristimothy@example.com,Economics,Graduated,2023-10-13,2023,2.3,2.3,57,8,Warning,173fe57a-0beb-4a42-a625-520f05c91647,STEM Innovation Grant,Athletic,2193.44,2024-11-04,2024-2025,True,2.76,0,1,4914.92,0,0,2457.46,0,4914.92,2193.44,34141.57,12.29,33839.87,True,5,3.34,2.3,-1.04,False,31,71,False,Not Retained,Graduated,6,93.11,-0.26,13.75,-0.97,86.23,88.25,True,False,True,False
4843,Mark,Durham,nicholas57@example.com,Physics,Active,2022-03-29,2022,2.89,2.89,52,7,Warning,4f2dadfb-bd8f-4eec-a675-24b76e48dd23,STEM Innovation Grant,Merit,10950.51,2023-01-19,2023-2024,True,3.08,3,1,24514.25,9805.7,0,0,0,24514.25,10950.51,55966.24,61.29,34278.56,True,4,3.4,2.89,-0.51,True,10,61,True,Retained,In Progress,6,96.21,0.14,14.09,5.99,471.43,93.37,False,False,False,True
9550,Jennifer,Chavez,lambertdavid@example.com,Computer Science,On Leave,2023-10-24,2023,2.59,2.59,14,2,Warning,4eb1b511-1cbe-4ba7-bfd2-65a0c87dbe3d,First Generation Grant,Departmental,9221.97,2025-01-12,2025-2026,True,2.79,3,2,10441.6,0,0,0,3132.48,5220.8,9221.97,40888.03,26.1,27553.28,True,3,3.86,2.59,-1.27,True,27,76,False,Not Retained,Graduated,5,94.74,0.1,6.24,7.8,745.83,57.51,False,False,False,True
58,Christopher,Caldwell,tinawoods@example.org,Biology,On Leave,2024-02-07,2024,3.24,3.24,86,4,Good,710f9ac8-3ab1-4924-b187-827310d4aa35,First Generation Grant,Athletic,13557.92,2023-09-04,2023-2024,False,2.92,1,3,33210.62,0,0,16605.31,0,11070.21,13557.92,58762.54,83.03,37654.22,False,2,3.99,3.24,-0.75,True,40,54,False,Not Retained,Graduated,1,85.69,0.17,1.27,6.98,386.17,66.9,False,False,False,True
1027,Hector,Smith,donnawelch@example.org,Economics,On Leave,2025-04-11,2025,3.61,3.61,56,4,Good,3f3fd523-44f5-4ee8-a5d2-c86cd9fd5af2,Community Service Award,Merit,9864.5,2023-07-06,2023-2024,False,3.09,1,3,14771.77,5908.71,0,0,0,4923.92,9864.5,42069.16,36.93,41234.9,False,4,3.21,3.61,0.4,True,21,54,False,Not Retained,Graduated,2,87.34,-0.05,7.27,7.99,263.78,95.61,False,False,False,True
9347,Leslie,Mullins,zmartinez@example.com,Mathematics,Graduated,2022-09-18,2022,3.64,3.64,25,5,Good,d9e9a3f9-8603-4f30-a7f6-dc91e76b76c5,First Generation Grant,Need-Based,14819.1,2025-01-11,2025-2026,False,3.42,3,3,24883.81,0,7465.14,0,0,8294.6,14819.1,28671.74,62.21,38356.22,True,4,3.51,3.64,0.13,True,15,120,False,Not Retained,Graduated,8,88.06,0.45,13.49,9.56,995.35,62.13,False,False,True,True
7500,Taylor,Coleman,jason40@example.net,Business,Graduated,2022-03-08,2022,2.94,2.94,88,3,Warning,7904e27f-69bc-4388-a2e3-be8c0029c086,Diversity Scholarship,Departmental,14034.31,2024-02-29,2024-2025,False,2.86,2,2,23588.35,0,0,0,7076.5,11794.17,14034.31,23089.01,58.97,25178.32,False,6,3.94,2.94,-1.0,True,25,114,False,Not Retained,Graduated,5,97.62,0.16,7.6,4.04,268.05,87.03,False,False,False,True
6016,Robert,Brewer,carolyn87@example.net,Economics,On Leave,2025-06-18,2025,2.87,2.87,44,6,Warning,07556e19-9333-4230-939e-dbfdb0afbe38,Dean's Scholarship,Merit,11122.48,2023-09-14,2023-2024,True,2.56,3,2,17312.18,6924.87,0,0,0,8656.09,11122.48,41556.84,43.28,28071.06,False,1,3.4,2.87,-0.53,True,26,102,False,Not Retained,Graduated,8,95.53,0.4,9.2,-3.83,393.46,96.14,False,False,False,True
8203,Kayla,Lee,shelly71@example.org,History,Active,2024-12-14,2024,3.32,3.32,115,6,Good,a3dfccdb-8590-407a-9178-1f13c2b7e907,Leadership Scholarship,Need-Based,14444.01,2024-02-20,2024-2025,False,3.26,3,3,28931.03,0,8679.31,0,0,9643.68,14444.01,31744.32,72.33,27021.74,False,5,3.84,3.32,-0.52,True,39,51,True,Retained,In Progress,7,97.22,0.31,14.69,-2.36,251.57,81.41,False,False,False,True
7508,Gerald,Martin,juliawilliams@example.net,Computer Science,Active,2025-07-17,2025,3.35,3.35,6,2,Good,09532a94-6636-4963-b115-441219f66adc,Leadership Scholarship,Merit,2883.66,2024-10-14,2024-2025,True,2.89,2,1,7061.2,2824.48,0,0,0,7061.2,2883.66,34496.41,17.65,16376.0,True,3,3.3,3.35,0.05,True,39,33,True,Retained,In Progress,4,89.99,-0.05,8.61,8.21,1176.87,76.34,False,False,True,True
7601,Donald,Bryant,vhughes@example.com,English,Active,2025-11-30,2025,3.09,3.09,17,4,Good,3e40189b-7547-4d59-b54c-702bfc0247b6,Dean's Scholarship,Merit,3099.75,2024-09-06,2024-2025,False,3.31,0,2,5705.02,2282.01,0,0,0,2852.51,3099.75,53149.03,14.26,45511.42,False,1,3.8,3.09,-0.71,True,15,56,True,Retained,In Progress,6,96.83,0.14,3.77,4.89,335.59,69.41,False,False,True,True
1637,Brittany,Cole,patricia03@example.net,Mathematics,On Leave,2023-04-21,2023,2.83,2.83,59,3,Warning,adc8e70e-790f-45ab-b6f7-d0dc9ba8c4f1,Athletic Excellence,Need-Based,2038.99,2023-12-23,2023-2024,False,3.08,2,3,4359.73,0,1307.92,0,0,1453.24,2038.99,46847.48,10.9,44527.33,True,1,3.33,2.83,-0.5,True,40,98,False,Not Retained,Graduated,5,88.2,-0.2,4.85,1.12,73.89,94.36,False,False,True,True
7870,Lindsey,Turner,srhodes@example.net,Computer Science,Active,2024-06-09,2024,2.26,2.26,1,8,Warning,fd857375-1b4c-4e69-b220-46239b15b02b,Leadership Scholarship,Merit,8547.62,2024-05-23,2024-2025,True,2.78,0,2,11121.16,4448.46,0,0,0,5560.58,8547.62,29814.54,27.8,46157.87,True,5,3.94,2.26,-1.68,False,18,91,True,Retained,In Progress,2,91.39,-0.03,7.81,-4.71,11121.16,93.17,True,False,True,False
340,Jonathan,Smith,lanedavid@example.org,Mathematics,On Leave,2024-03-20,2024,2.75,2.75,87,8,Warning,1595dcb0-1dc7-42f6-8abb-4f1906f4a54b,Diversity Scholarship,Departmental,7966.06,2025-01-03,2025-2026,False,2.61,3,2,18903.28,0,0,0,5670.98,9451.64,7966.06,27516.69,47.26,17482.64,False,1,3.75,2.75,-1.0,True,33,100,False,Not Retained,Graduated,6,86.94,-0.24,2.28,-3.98,217.28,63.29,False,False,False,True
1648,Christine,Montes,gayfrancis@example.com,English,Graduated,2025-09-07,2025,2.61,2.61,104,5,Warning,9042a5b5-5a53-48d2-aeb5-c74dfed100b5,Dean's Scholarship,Merit,14066.01,2023-07-03,2023-2024,False,2.56,1,3,26620.21,10648.08,0,0,0,8873.4,14066.01,42598.72,66.55,14066.73,True,1,3.05,2.61,-0.44,True,26,31,False,Not Retained,Graduated,4,88.73,0.11,4.66,5.19,255.96,97.69,False,False,True,True
5876,Ricardo,Lynch,druiz@example.org,Psychology,Active,2022-02-08,2022,3.22,3.22,3,7,Good,763510d7-6669-41f7-8045-088c99366906,Dean's Scholarship,Athletic,11728.18,2024-12-31,2024-2025,False,2.84,1,2,28084.95,0,0,14042.48,0,14042.48,11728.18,53884.95,70.21,10192.11,True,2,3.65,3.22,-0.43,True,16,52,True,Retained,In Progress,6,88.2,-0.23,3.78,2.83,9361.65,98.47,False,False,False,True
436,Bernard,Nielsen,matthew62@example.org,Business,Active,2024-11-21,2024,3.64,3.64,101,7,Good,104d1b8a-341c-4ce4-8992-41ee4106abb3,Athletic Excellence,Athletic,13914.15,2024-10-24,2024-2025,False,3.41,1,2,25914.8,0,0,12957.4,0,12957.4,13914.15,22724.52,64.79,30626.65,False,5,3.85,3.64,-0.21,True,32,75,True,Retained,In Progress,4,85.02,-0.03,0.99,8.77,256.58,94.92,False,False,False,True
6124,Cathy,Bond,ryanbarnes@example.net,Physics,Active,2025-03-16,2025,2.31,2.31,111,5,Warning,3ad8ad0b-272c-4dd9-bca0-84a833153af8,STEM Innovation Grant,Athletic,1495.07,2023-09-21,2023-2024,False,3.13,1,3,3400.27,0,0,1700.14,0,1133.42,1495.07,23749.52,8.5,25601.1,False,1,3.73,2.31,-1.42,False,14,59,True,Retained,In Progress,1,87.13,0.34,8.68,-3.09,30.63,79.67,True,False,True,False
8093,David,Gordon,marcus81@example.org,Psychology,Active,2022-10-19,2022,3.12,3.12,92,5,Good,ced13cbc-58cf-47b7-9873-a0ae83b6b130,Leadership Scholarship,Athletic,13808.64,2023-07-23,2023-2024,True,3.34,2,2,32666.78,0,0,16333.39,0,16333.39,13808.64,36551.71,81.67,30038.28,True,1,3.53,3.12,-0.41,True,13,34,True,Retained,In Progress,2,96.8,0.5,4.03,-3.82,355.07,84.92,False,False,False,True
2323,Whitney,Gonzalez,vparks@example.org,Mathematics,Active,2022-09-18,2022,2.23,2.23,109,6,Warning,80e6e666-59b5-4748-bc49-7c052856b835,Dean's Scholarship,Merit,7754.31,2024-08-10,2024-2025,False,2.59,3,2,8417.15,3366.86,0,0,0,4208.57,7754.31,39920.75,21.04,43341.55,False,2,3.92,2.23,-1.69,False,37,93,True,Retained,In Progress,4,96.27,-0.23,10.0,-4.73,77.22,93.78,True,False,False,False
2249,Donna,House,timothyshaffer@example.net,Biology,Active,2023-05-08,2023,2.54,2.54,13,3,Warning,2f1d7952-3446-4489-86d4-4175815087b5,First Generation Grant,Departmental,11927.88,2023-12-30,2023-2024,False,3.09,1,1,25959.46,0,0,0,7787.84,25959.46,11927.88,59534.43,64.9,13736.4,False,1,3.77,2.54,-1.23,True,38,82,True,Retained,In Progress,3,94.81,-0.1,8.65,3.49,1996.88,70.24,False,False,False,True
6057,Christy,Ayala,diana76@example.net,History,Active,2022-05-18,2022,2.65,2.65,44,8,Warning,113d39ee-3a68-4913-8d1e-2ca44fe389c0,STEM Innovation Grant,Athletic,3284.79,2024-10-06,2024-2025,False,3.37,2,2,6473.0,0,0,3236.5,0,3236.5,3284.79,40519.26,16.18,27970.61,True,2,3.33,2.65,-0.68,True,11,39,True,Retained,In Progress,8,89.96,-0.03,13.34,-1.78,147.11,67.05,False,False,True,True
3876,Sarah,Rivera,berrydouglas@example.org,Computer Science,Active,2023-05-19,2023,2.77,2.77,87,3,Warning,23396d46-80e7-4cca-9cb4-e57bab478122,Leadership Scholarship,Athletic,10907.31,2023-10-23,2023-2024,True,3.4,2,2,14713.61,0,0,7356.81,0,7356.81,10907.31,24437.21,36.78,41885.77,True,6,3.45,2.77,-0.68,True,39,107,True,Retained,In Progress,1,95.08,0.15,5.37,3.23,169.12,78.8,False,False,False,True
8701,Morgan,Petty,kristie44@example.net,English,Active,2024-03-26,2024,2.31,2.31,46,6,Warning,2d6b69e8-a99f-4c60-b5b8-7ebb7344cf7c,First Generation Grant,Need-Based,12157.39,2024-10-20,2024-2025,True,3.34,1,3,13568.93,0,4070.68,0,0,4522.98,12157.39,26925.44,33.92,45734.23,True,6,4.0,2.31,-1.69,False,40,82,True,Retained,In Progress,2,94.8,0.19,4.53,-4.44,294.98,82.49,True,False,False,False
9135,Jane,Martin,alam@example.net,Mathematics,On Leave,2023-01-01,2023,3.78,3.78,33,8,Good,2067f097-55da-40f2-93b0-2f66d3e01a04,STEM Innovation Grant,Athletic,7609.66,2023-12-12,2023-2024,True,3.0,3,3,10837.9,0,0,5418.95,0,3612.63,7609.66,33980.65,27.09,28585.41,False,2,3.08,3.78,0.7,True,13,85,False,Not Retained,Graduated,3,93.11,-0.13,6.51,2.29,328.42,77.89,False,True,True,True
7866,Eugene,Warner,morgan42@example.net,History,Active,2022-06-12,2022,3.73,3.73,86,7,Good,fd86ed8c-0c36-470f-97ed-2e7511c751b2,Leadership Scholarship,Merit,12344.72,2024-05-01,2024-2025,False,2.62,1,1,23050.38,9220.15,0,0,0,23050.38,12344.72,52891.59,57.63,17030.94,True,3,3.34,3.73,0.39,True,26,88,True,Retained,In Progress,8,94.89,0.09,10.13,-4.21,268.03,58.88,False,True,False,True
45,Glen,Barr,amy49@example.com,Mathematics,Active,2023-04-19,2023,2.29,2.29,67,6,Warning,6e8b5aa5-3d1c-4751-9063-d21f4c821feb,Dean's Scholarship,Departmental,13384.65,2024-12-04,2024-2025,False,3.09,3,1,28061.02,0,0,0,8418.31,28061.02,13384.65,58936.66,70.15,35792.47,False,1,3.45,2.29,-1.16,False,35,39,True,Retained,In Progress,7,91.76,0.21,7.17,-3.74,418.82,83.1,True,False,True,False
1257,Jennifer,Burnett,reyestina@example.org,Engineering,Active,2024-06-24,2024,3.46,3.46,67,4,Good,ccb59695-d5af-4b04-b346-7372d7ad00bb,Presidential Scholarship,Athletic,7214.41,2024-10-19,2024-2025,False,2.66,0,3,17722.0,0,0,8861.0,0,5907.33,7214.41,31142.89,44.3,25795.6,True,4,3.59,3.46,-0.13,True,39,65,True,Retained,In Progress,7,94.77,-0.27,12.67,-4.47,264.51,51.6,False,False,False,True
3327,Tracy,Gould,christophercopeland@example.org,Biology,Active,2022-03-23,2022,2.45,2.45,0,3,Warning,358eca08-a1be-43be-a900-078621a10105,Presidential Scholarship,Athletic,13910.76,2024-09-15,2024-2025,False,2.98,1,3,16102.27,0,0,8051.13,0,5367.42,13910.76,38237.85,40.26,23577.47,True,5,3.89,2.45,-1.44,False,11,60,True,Retained,In Progress,5,96.99,0.38,8.03,-1.29,16102.27,66.86,True,False,True,False
4206,Joshua,Stout,sporter@example.com,Business,Active,2025-11-02,2025,3.66,3.66,23,7,Good,7409209a-5e43-4cfe-b8da-6571914bc2c3,Leadership Scholarship,Need-Based,9205.97,2023-08-16,2023-2024,True,3.07,1,1,13665.97,0,4099.79,0,0,13665.97,9205.97,26319.38,34.16,12368.31,True,3,3.5,3.66,0.16,True,20,60,True,Retained,In Progress,8,87.17,-0.18,4.07,8.28,594.17,53.5,False,False,False,True
7072,Steven,Campbell,halldawn@example.com,Business,Active,2022-10-30,2022,3.73,3.73,82,8,Good,cf9d82ed-27b2-4cf4-82cd-c40ba0b17c39,STEM Innovation Grant,Athletic,6288.7,2024-08-07,2024-2025,True,2.55,1,2,8394.7,0,0,4197.35,0,4197.35,6288.7,20740.55,20.99,34711.4,True,4,3.19,3.73,0.54,True,11,112,True,Retained,In Progress,1,88.78,0.34,12.09,5.03,102.37,91.94,False,True,True,True
