student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_gpa,student_enrollment_date,department_name,department_id,total_tuition_paid,total_tuition_due,outstanding_balance,total_payments_count,completed_payments_count,pending_payments_count,failed_payments_count,last_payment_date,last_payment_amount,last_payment_method,credit_card_payments_total,bank_transfer_total,check_payments_total,financial_aid_total,total_scholarships_received,scholarship_count,merit_scholarships_total,need_based_scholarships_total,athletic_scholarships_total,departmental_scholarships_total,largest_scholarship_amount,latest_scholarship_date,net_tuition_after_scholarships,scholarship_coverage_rate_pct,payment_success_rate_pct,avg_payment_amount,fall_2024_tuition,fall_2024_scholarships,spring_2024_tuition,spring_2024_scholarships,fall_2023_tuition,fall_2023_scholarships,has_outstanding_balance,is_scholarship_recipient,is_payment_plan_active,is_financial_aid_recipient
3025,Mark,Green,langalexandra@example.org,Economics,Graduated,3.31,2023-12-04,Economics,9,10301.32,13408.16,3106.84,10,9,1,0,2025-02-26,6975.48,Bank Transfer,3910.6,2111.1,545.82,1704.99,15670.23,2,9714.19,5834.64,564.84,4213.47,12949.96,2025-03-20,-5368.91,152.12,90.0,1144.59,2575.33,3917.56,2575.33,3917.56,2575.33,3917.56,True,True,True,True
3026,Brianna,Hill,rlewis@example.com,Business,Graduated,2.96,2024-05-29,Computer Science,1,15217.38,19827.8,4610.42,17,15,1,1,2025-12-16,9351.32,Credit Card,7504.02,3379.59,1632.13,3456.75,14029.49,1,8807.66,4525.7,490.76,2691.37,13008.23,2025-05-23,1187.8899999999994,92.19,88.24,1014.49,3804.34,3507.37,3804.34,3507.37,3804.34,3507.37,True,True,True,True
3027,Richard,Bennett,ljordan@example.net,Engineering,Active,2.44,2024-06-25,Engineering,11,5965.37,10180.41,4215.04,13,13,0,0,2025-06-24,8604.01,Check,2114.71,1314.33,305.02,1469.7,8047.43,3,3599.27,3495.07,1122.58,2345.06,5626.4,2025-04-05,-2082.0600000000004,134.9,100.0,458.87,1491.34,2011.86,1491.34,2011.86,1491.34,2011.86,True,True,False,True
3028,Allen,Haynes,pgraves@example.org,Business,Active,3.49,2023-01-28,Computer Science,1,19073.7,21018.670000000002,1944.97,13,13,0,0,2025-04-09,6243.05,Bank Transfer,8131.94,6082.96,2534.74,4503.11,18308.06,1,9121.08,4178.35,4212.05,2478.63,16978.21,2025-02-22,765.6399999999994,95.99,100.0,1467.21,4768.43,4577.02,4768.43,4577.02,4768.43,4577.02,True,True,False,True
3029,Ryan,Williams,christine11@example.org,Physics,Active,2.21,2025-07-05,Physics,3,5297.87,5850.23,552.36,6,4,2,0,2025-03-26,2340.27,Credit Card,2152.76,1477.24,565.47,1222.49,12937.66,1,6277.54,4953.57,1367.21,2115.94,11021.02,2025-04-09,-7639.79,244.2,66.67,1324.47,1324.47,3234.41,1324.47,3234.41,1324.47,3234.41,True,True,True,True
3030,Alexandra,Flynn,zgarcia@example.com,Psychology,On Leave,2.66,2022-11-25,Psychology,8,24909.69,25689.8,780.11,16,15,1,0,2026-01-03,6385.39,Bank Transfer,11895.64,7997.4,1745.13,5091.46,24698.47,0,13037.44,9637.02,5246.72,4505.7,14964.2,2025-09-20,211.21999999999753,99.15,93.75,1660.65,6227.42,6174.62,6227.42,6174.62,6227.42,6174.62,True,True,True,True
3031,Jessica,Smith,chase86@example.org,History,Active,3.03,2023-09-19,History,7,50275.13,51814.79,1539.66,8,5,2,1,2025-11-07,4258.37,Check,23746.68,14398.92,3793.94,9092.07,22453.85,2,13964.84,10195.65,6212.58,5863.03,17523.4,2025-10-30,27821.28,44.66,62.5,10055.03,12568.78,5613.46,12568.78,5613.46,12568.78,5613.46,True,True,True,True
3032,Eileen,Green,jamesbenson@example.com,Economics,Active,2.84,2023-07-31,Economics,9,27611.45,32402.59,4791.14,7,5,1,1,2025-04-20,2742.08,Financial Aid,10236.86,10666.14,3923.77,5346.57,4538.11,3,2375.01,1868.37,965.2,746.07,3668.91,2025-10-06,23073.34,16.44,71.43,5522.29,6902.86,1134.53,6902.86,1134.53,6902.86,1134.53,True,True,True,False
3033,Ryan,Holmes,andradevictoria@example.com,Computer Science,Active,3.5,2024-08-07,Computer Science,1,40787.65,44068.630000000005,3280.98,15,13,1,1,2025-08-27,8410.3,Credit Card,17690.49,14621.38,3513.25,7304.99,3012.88,0,1655.5,676.19,598.36,775.37,2718.19,2025-11-26,37774.770000000004,7.39,86.67,3137.51,10196.91,753.22,10196.91,753.22,10196.91,753.22,True,True,True,False
3034,Debbie,Harrington,kvincent@example.org,Computer Science,Active,3.59,2025-09-05,Computer Science,1,26698.2,30711.100000000002,4012.9,5,4,0,1,2025-04-07,3833.5,Check,12069.4,6620.57,1682.65,3480.61,13085.05,0,8362.3,3017.68,3289.72,1684.88,11479.87,2025-12-12,13613.150000000001,49.01,80.0,6674.55,6674.55,3271.26,6674.55,3271.26,6674.55,3271.26,True,True,False,True
3035,Derek,Joseph,rachel86@example.org,Computer Science,Active,3.67,2023-04-15,Computer Science,1,54337.53,59141.69,4804.16,14,13,1,0,2025-12-15,7127.29,Financial Aid,21819.37,17859.75,6620.68,13078.63,4275.49,3,2081.5,1966.98,263.07,729.27,2781.42,2025-07-21,50062.04,7.87,92.86,4179.81,13584.38,1068.87,13584.38,1068.87,13584.38,1068.87,True,True,True,False
3036,Briana,Lam,cmartinez@example.org,Economics,Active,2.02,2024-11-08,Economics,9,54317.21,58620.31,4303.1,2,2,0,0,2025-06-12,7299.07,Financial Aid,25485.57,13176.86,4348.66,8535.34,1030.14,1,429.86,314.04,146.26,213.58,721.33,2025-12-08,53287.07,1.9,100.0,27158.6,13579.3,257.54,13579.3,257.54,13579.3,257.54,True,True,False,False
3037,Felicia,Allen,monica76@example.net,Biology,Graduated,3.26,2025-12-18,Biology,5,29571.01,30891.96,1320.95,10,8,1,1,2025-09-14,3260.1,Credit Card,14215.93,11260.14,2962.8,6033.08,1288.75,1,823.74,509.83,321.37,192.02,786.23,2025-09-28,28282.26,4.36,80.0,3696.38,7392.75,322.19,7392.75,322.19,7392.75,322.19,True,True,True,False
3038,Mariah,Palmer,sotokathleen@example.org,English,Graduated,3.99,2023-07-19,English,6,9396.55,13734.449999999999,4337.9,12,9,2,1,2025-09-01,6239.07,Financial Aid,3229.48,2966.86,1232.48,1151.62,6757.3,2,4115.1,1720.67,1531.95,781.28,4020.0,2025-05-26,2639.249999999999,71.91,75.0,1044.06,2349.14,1689.33,2349.14,1689.33,2349.14,1689.33,True,True,True,True
3039,John,Goodman,lambertjames@example.net,History,Active,2.88,2023-03-12,History,7,26872.69,27375.739999999998,503.05,14,11,2,1,2025-07-25,5472.48,Check,15326.18,5563.04,2314.41,5634.04,7691.91,0,4537.21,3149.07,4.23,793.78,6987.77,2025-04-01,19180.78,28.62,78.57,2442.97,6718.17,1922.98,6718.17,1922.98,6718.17,1922.98,True,True,True,True
3040,Mary,Johnson,horndonald@example.net,History,Active,3.85,2022-02-12,History,7,46897.52,51164.329999999994,4266.81,5,3,2,0,2025-03-18,2802.02,Check,15100.19,16245.36,2834.95,5271.06,22101.52,2,10920.97,9130.91,4211.5,4693.89,20954.86,2025-06-12,24795.999999999996,47.13,60.0,15632.51,11724.38,5525.38,11724.38,5525.38,11724.38,5525.38,True,True,True,True
3041,Christopher,Drake,aaroncarter@example.net,Economics,Graduated,3.61,2024-06-12,Economics,9,9621.91,10251.35,629.44,11,8,2,1,2025-10-16,4110.77,Credit Card,4041.01,2707.18,900.39,1037.46,17367.91,1,10833.02,3876.33,203.39,3950.35,9097.9,2025-12-03,-7746.0,180.5,72.73,1202.74,2405.48,4341.98,2405.48,4341.98,2405.48,4341.98,True,True,True,True
3042,Miranda,Erickson,ybell@example.com,Business,Graduated,3.34,2022-08-19,Computer Science,1,37185.03,40013.33,2828.3,12,10,2,0,2025-04-24,5598.21,Financial Aid,21699.15,10087.1,3186.65,7135.15,7098.17,0,4067.29,1836.61,998.69,1448.36,4759.79,2026-01-15,30086.86,19.09,83.33,3718.5,9296.26,1774.54,9296.26,1774.54,9296.26,1774.54,True,True,True,True
3043,Mark,Thomas,julielewis@example.com,Business,On Leave,3.56,2022-11-27,Computer Science,1,9474.55,10635.41,1160.86,5,3,2,0,2025-06-07,2570.57,Check,5027.53,2447.19,1175.6,1325.83,6025.47,3,2640.59,2299.3,1624.26,1327.89,5837.04,2025-07-26,3449.079999999999,63.6,60.0,3158.18,2368.64,1506.37,2368.64,1506.37,2368.64,1506.37,True,True,True,True
3044,Brooke,Powell,tburgess@example.org,History,Active,2.25,2022-11-20,History,7,6473.38,9576.95,3103.57,6,3,2,1,2025-02-16,1901.94,Check,2979.27,1388.31,419.48,1075.08,21798.35,3,12628.61,6150.3,756.5,2315.27,11761.57,2025-02-23,-15324.969999999998,336.74,50.0,2157.79,1618.35,5449.59,1618.35,5449.59,1618.35,5449.59,True,True,True,True
3045,Emily,Hernandez,nathanfrazier@example.org,Business,Active,3.1,2024-03-10,Computer Science,1,26355.79,30093.57,3737.78,11,8,2,1,2025-12-28,2838.37,Credit Card,13686.76,7051.28,1920.81,4452.54,16147.43,0,10055.07,4378.92,1384.48,3020.23,14214.07,2025-10-15,10208.36,61.27,72.73,3294.47,6588.95,4036.86,6588.95,4036.86,6588.95,4036.86,True,True,True,True
3046,Rachel,West,maryblackwell@example.com,Psychology,Active,2.91,2025-05-30,Psychology,8,17473.29,21916.47,4443.18,7,6,1,0,2025-11-28,4573.33,Financial Aid,6077.73,4954.28,2296.22,2343.49,3229.17,2,1609.15,962.06,446.36,929.92,2937.85,2025-01-16,14244.12,18.48,85.71,2912.22,4368.32,807.29,4368.32,807.29,4368.32,807.29,True,True,True,False
3047,Steven,Patterson,yzamora@example.org,Engineering,Graduated,2.8,2023-06-22,Engineering,11,8546.05,8789.759999999998,243.71,17,14,2,1,2025-04-26,2372.08,Financial Aid,3519.93,2971.04,1011.07,980.27,15953.27,2,6606.55,7613.65,597.27,3820.37,12296.7,2025-09-02,-7407.220000000001,186.67,82.35,610.43,2136.51,3988.32,2136.51,3988.32,2136.51,3988.32,True,True,True,True
3048,Lawrence,Williams,qcervantes@example.com,Engineering,Active,3.68,2023-10-27,Engineering,11,31238.4,35802.130000000005,4563.73,14,12,2,0,2025-04-17,8106.78,Check,16745.06,8982.89,2742.33,3506.09,24519.79,2,9875.59,11655.44,3554.14,5973.48,15308.73,2026-01-10,6718.610000000001,78.49,85.71,2603.2,7809.6,6129.95,7809.6,6129.95,7809.6,6129.95,True,True,True,True
3049,Christina,Sutton,shelleycombs@example.net,Economics,Active,3.05,2025-06-23,Economics,9,56187.93,56225.36,37.43,11,10,1,0,2025-02-01,5014.15,Credit Card,26418.67,18132.76,6163.66,11199.3,9382.68,1,4432.77,4518.16,656.7,1215.62,6858.26,2025-12-31,46805.25,16.7,90.91,5618.79,14046.98,2345.67,14046.98,2345.67,14046.98,2345.67,True,True,True,True
3050,Melinda,Griffin,bcobb@example.org,History,Graduated,3.05,2024-05-23,History,7,41125.51,44411.16,3285.65,5,2,2,1,2025-10-13,6623.26,Check,17012.64,16223.21,4611.77,5925.42,3521.04,2,1516.26,1443.45,166.28,932.5,3187.95,2025-09-02,37604.47,8.56,40.0,20562.76,10281.38,880.26,10281.38,880.26,10281.38,880.26,True,True,True,False
3051,Angela,Campbell,monica07@example.com,History,Active,2.46,2023-11-27,History,7,51329.03,55418.69,4089.66,16,14,1,1,2025-09-27,2536.68,Financial Aid,21060.31,15795.13,3841.53,10279.65,21139.9,1,9527.32,7031.18,2495.53,5727.08,18465.73,2025-08-04,30189.129999999997,41.19,87.5,3666.36,12832.26,5284.98,12832.26,5284.98,12832.26,5284.98,True,True,True,True
3052,Candice,Bell,christopher57@example.org,Engineering,On Leave,2.2,2022-05-13,Engineering,11,36383.37,38432.18,2048.81,12,11,1,0,2025-05-12,9099.36,Check,15848.55,13423.85,3611.11,7370.2,14517.74,0,5870.02,5422.63,2630.7,2516.73,11638.59,2025-11-03,21865.630000000005,39.9,91.67,3307.58,9095.84,3629.43,9095.84,3629.43,9095.84,3629.43,True,True,True,True
3053,Christy,Brown,schneiderbrandon@example.com,Physics,On Leave,2.45,2022-11-15,Physics,3,25353.03,27070.699999999997,1717.67,1,1,0,0,2025-07-19,2918.68,Bank Transfer,11989.02,9437.37,1484.26,5210.76,18106.14,0,9988.36,6493.72,1778.5,3184.33,13496.75,2025-08-06,7246.889999999999,71.42,100.0,25353.03,6338.26,4526.53,6338.26,4526.53,6338.26,4526.53,True,True,False,True
3054,Nathan,Kelly,johnroberts@example.com,History,Active,3.88,2025-03-24,History,7,9859.9,13098.45,3238.55,9,7,2,0,2025-03-28,3983.71,Credit Card,3650.48,2267.58,1470.31,1267.57,9014.43,3,4925.68,4320.3,56.27,1018.38,8052.1,2025-08-07,845.4699999999993,91.43,77.78,1408.56,2464.97,2253.61,2464.97,2253.61,2464.97,2253.61,True,True,True,True
3055,Susan,Cook,vdiaz@example.org,Psychology,Active,2.1,2024-02-22,Psychology,8,43654.85,44181.57,526.72,9,9,0,0,2025-09-01,8281.95,Bank Transfer,23349.9,12376.21,4550.7,6713.71,17200.31,3,7701.75,5254.33,2923.54,2950.0,11512.11,2025-04-20,26454.539999999997,39.4,100.0,4850.54,10913.71,4300.08,10913.71,4300.08,10913.71,4300.08,True,True,False,True
3056,David,Jenkins,welchrose@example.net,History,Active,3.94,2025-07-02,History,7,45630.1,46947.659999999996,1317.56,4,3,1,0,2025-04-15,5487.03,Credit Card,17385.44,13049.25,6587.16,10219.16,5768.98,1,3164.51,1676.15,295.81,987.66,3547.33,2025-01-30,39861.119999999995,12.64,75.0,15210.03,11407.52,1442.24,11407.52,1442.24,11407.52,1442.24,True,True,True,True
3057,Benjamin,Owens,jonesjill@example.com,Economics,Active,2.27,2025-06-27,Economics,9,7955.22,10207.58,2252.36,14,12,2,0,2025-06-29,7101.37,Check,3872.24,2525.85,638.41,1497.54,15797.36,1,9767.79,4831.28,2939.06,2977.68,8084.34,2025-11-25,-7842.14,198.58,85.71,662.94,1988.81,3949.34,1988.81,3949.34,1988.81,3949.34,True,True,True,True
3058,Michael,Fisher,greenekathy@example.net,Business,On Leave,2.5,2025-01-20,Computer Science,1,20873.38,22543.07,1669.69,11,11,0,0,2025-06-06,3304.35,Bank Transfer,12081.35,5327.24,2893.47,4936.61,506.99,3,253.76,131.05,38.36,114.47,389.25,2025-07-08,20366.39,2.43,100.0,1897.58,5218.35,126.75,5218.35,126.75,5218.35,126.75,True,True,False,False
3059,Martha,Chaney,kelleyfelicia@example.com,Biology,Graduated,3.85,2024-12-25,Biology,5,32561.2,35289.83,2728.63,14,13,1,0,2026-01-11,5062.04,Bank Transfer,12751.99,11897.45,2341.28,3460.94,10529.45,1,5922.55,3386.5,1400.55,2421.84,9621.46,2025-02-12,22031.75,32.34,92.86,2504.71,8140.3,2632.36,8140.3,2632.36,8140.3,2632.36,True,True,True,True
3060,Seth,Hickman,tsimmons@example.net,Computer Science,Active,3.51,2025-01-14,Computer Science,1,50331.81,53816.21,3484.4,15,14,1,0,2025-06-09,8096.25,Credit Card,21791.34,15079.33,4315.08,8197.32,12719.46,1,6066.41,5671.56,935.48,2940.54,9945.54,2025-07-27,37612.35,25.27,93.33,3595.13,12582.95,3179.86,12582.95,3179.86,12582.95,3179.86,True,True,True,True
3061,Sandra,Dixon,qdixon@example.org,Engineering,Active,3.53,2023-11-02,Engineering,11,6019.56,7212.81,1193.25,5,5,0,0,2025-05-17,8402.62,Financial Aid,2112.03,1354.9,711.06,1435.81,5245.18,2,3447.92,2183.26,300.78,631.7,3167.99,2025-12-14,774.3800000000001,87.14,100.0,1203.91,1504.89,1311.3,1504.89,1311.3,1504.89,1311.3,True,True,False,True
3062,Brandy,Ross,jkelley@example.net,Engineering,Graduated,3.29,2023-11-21,Engineering,11,49171.66,53009.72,3838.06,15,14,0,1,2025-03-28,6251.77,Credit Card,19507.75,13649.86,6159.02,9269.17,19640.81,3,11834.15,8456.36,3739.73,3495.98,16924.21,2025-02-05,29530.850000000002,39.94,93.33,3512.26,12292.92,4910.2,12292.92,4910.2,12292.92,4910.2,True,True,False,True
3063,Jennifer,Wood,tiffany95@example.org,Biology,Active,3.67,2025-01-01,Biology,5,34551.29,36295.450000000004,1744.16,13,13,0,0,2025-11-12,3467.74,Credit Card,13836.5,9204.1,2806.19,3729.09,15068.02,3,9226.64,6148.31,3798.68,3628.08,14377.77,2025-04-23,19483.27,43.61,100.0,2657.79,8637.82,3767.01,8637.82,3767.01,8637.82,3767.01,True,True,False,True
3064,Joshua,Martin,heathersmith@example.org,Engineering,On Leave,3.79,2024-07-08,Engineering,11,7886.19,12127.74,4241.55,7,5,2,0,2025-11-18,2522.8,Bank Transfer,4292.93,2603.6,600.75,812.59,3195.84,2,1626.39,1268.88,455.35,635.23,2132.78,2025-03-12,4690.349999999999,40.52,71.43,1577.24,1971.55,798.96,1971.55,798.96,1971.55,798.96,True,True,True,False
3065,Roberto,Mitchell,stewartmary@example.net,Physics,Active,3.89,2022-10-14,Physics,3,34845.19,37832.51,2987.32,7,6,1,0,2025-08-25,7344.64,Credit Card,14232.6,8874.87,3114.58,6005.33,24478.34,2,15792.17,8216.2,834.75,5478.27,21604.18,2025-09-02,10366.850000000002,70.25,85.71,5807.53,8711.3,6119.59,8711.3,6119.59,8711.3,6119.59,True,True,True,True
3066,Gregg,Moore,brian13@example.org,Engineering,Active,3.34,2024-03-07,Engineering,11,32448.78,33669.82,1221.04,3,1,2,0,2025-04-24,3010.5,Check,17690.62,7296.52,2429.84,6943.13,6942.47,3,4015.41,3100.19,1205.3,1205.0,5131.78,2025-09-21,25506.309999999998,21.4,33.33,32448.78,8112.19,1735.62,8112.19,1735.62,8112.19,1735.62,True,True,True,True
3067,Kyle,Parker,jasongarza@example.org,Business,Active,3.04,2023-07-19,Computer Science,1,26279.62,28534.1,2254.48,13,10,2,1,2025-06-23,8170.07,Credit Card,9483.33,9311.95,2745.02,4747.41,24530.71,3,11155.29,10552.04,4874.46,6777.56,16886.59,2025-02-22,1748.9099999999999,93.34,76.92,2627.96,6569.9,6132.68,6569.9,6132.68,6569.9,6132.68,True,True,True,True
3068,Vincent,Jackson,tevans@example.org,Physics,Active,2.94,2024-12-22,Physics,3,54531.06,54853.869999999995,322.81,5,5,0,0,2025-07-28,1390.59,Bank Transfer,22851.29,13984.74,4077.64,6458.1,23371.76,0,13884.05,7673.26,4094.64,5427.31,18874.61,2025-07-01,31159.3,42.86,100.0,10906.21,13632.76,5842.94,13632.76,5842.94,13632.76,5842.94,True,True,False,True
3069,Jose,Garcia,sabrinaperez@example.net,Business,Active,3.08,2023-05-09,Computer Science,1,43422.53,45523.64,2101.11,11,9,1,1,2025-01-21,7634.68,Credit Card,20521.27,15386.64,5833.81,10054.09,13711.54,3,6264.96,4497.49,2747.62,2739.44,7509.69,2026-01-09,29710.989999999998,31.58,81.82,4824.73,10855.63,3427.89,10855.63,3427.89,10855.63,3427.89,True,True,True,True
3070,Michael,Miller,fgutierrez@example.com,Business,On Leave,3.76,2022-12-11,Computer Science,1,56435.17,57855.39,1420.22,8,7,1,0,2025-09-24,4767.84,Check,24738.45,22197.1,5286.15,8658.14,18187.45,0,12386.95,5852.03,5200.52,4358.37,16082.22,2025-06-06,38247.72,32.23,87.5,8062.17,14108.79,4546.86,14108.79,4546.86,14108.79,4546.86,True,True,True,True
3071,Tara,Sellers,wagnerjacob@example.org,Psychology,Active,3.9,2022-11-09,Psychology,8,32509.28,35769.5,3260.22,11,8,2,1,2025-08-18,1370.89,Financial Aid,17603.71,10523.68,2983.71,8016.82,15308.08,1,6256.29,4036.85,4324.8,2636.8,10878.93,2025-01-26,17201.199999999997,47.09,72.73,4063.66,8127.32,3827.02,8127.32,3827.02,8127.32,3827.02,True,True,True,True
3072,Joseph,Duffy,ibarton@example.org,Business,Graduated,3.25,2023-07-16,Computer Science,1,6916.82,10510.47,3593.65,16,13,2,1,2025-02-13,3189.03,Financial Aid,3914.77,2373.11,592.3,713.92,22926.31,2,12498.71,7987.81,3930.65,5395.35,20087.11,2025-10-20,-16009.490000000002,331.46,81.25,532.06,1729.2,5731.58,1729.2,5731.58,1729.2,5731.58,True,True,True,True
3073,Shari,Parsons,dana17@example.net,English,Graduated,3.52,2025-11-05,English,6,5807.44,8120.049999999999,2312.61,15,13,1,1,2025-08-25,6703.45,Credit Card,2891.64,1722.42,609.65,1243.08,20558.12,0,9683.71,5492.78,6099.96,3078.79,16835.29,2025-09-24,-14750.68,354.0,86.67,446.73,1451.86,5139.53,1451.86,5139.53,1451.86,5139.53,True,True,True,True
3074,Cindy,Harvey,janice12@example.net,Business,Graduated,4.0,2023-06-02,Computer Science,1,52985.56,54936.09,1950.53,10,9,1,0,2025-03-03,2933.64,Financial Aid,27088.24,11809.08,7685.01,8313.31,10509.41,3,4430.2,2523.94,1118.2,1290.44,5443.19,2025-08-05,42476.149999999994,19.83,90.0,5887.28,13246.39,2627.35,13246.39,2627.35,13246.39,2627.35,True,True,True,True
3075,Lindsey,Franco,bennettmichael@example.net,Biology,Active,3.74,2023-05-13,Biology,5,58569.44,58802.32,232.88,6,5,0,1,2025-12-08,3975.11,Bank Transfer,32439.8,22587.33,6592.58,11012.91,9420.95,0,5552.65,4633.27,1510.63,2129.79,6167.64,2025-05-05,49148.490000000005,16.09,83.33,11713.89,14642.36,2355.24,14642.36,2355.24,14642.36,2355.24,True,True,False,True
3076,Sherri,Davis,larrygill@example.net,Mathematics,Active,2.84,2024-03-12,Mathematics,2,51952.09,52856.89,904.8,6,6,0,0,2025-02-02,5935.52,Bank Transfer,15963.24,17001.0,4134.71,6868.09,24814.92,0,15220.28,11352.63,5342.44,6370.59,14785.46,2025-04-26,27137.17,47.76,100.0,8658.68,12988.02,6203.73,12988.02,6203.73,12988.02,6203.73,True,True,False,True
3077,Kathy,Oconnor,susanbrown@example.com,Psychology,Graduated,3.81,2025-08-10,Psychology,8,6589.51,6927.6,338.09,7,5,1,1,2025-03-04,1556.77,Check,2407.52,1848.09,728.9,1073.29,23743.13,3,10801.69,9989.62,4215.42,6602.14,11900.52,2025-08-19,-17153.620000000003,360.32,71.43,1317.9,1647.38,5935.78,1647.38,5935.78,1647.38,5935.78,True,True,True,True
3078,David,Lawson,larrymoore@example.net,Mathematics,Active,3.33,2022-10-19,Mathematics,2,56657.42,58465.04,1807.62,7,6,1,0,2025-08-26,5864.41,Financial Aid,22193.55,16208.25,5954.06,7713.83,18930.51,3,12850.26,6145.86,1035.25,4766.02,18378.63,2025-02-15,37726.91,33.41,85.71,9442.9,14164.35,4732.63,14164.35,4732.63,14164.35,4732.63,True,True,True,True
3079,Steven,Randall,pittmanjill@example.org,Computer Science,Active,2.2,2023-07-10,Computer Science,1,10134.36,15089.6,4955.24,13,10,2,1,2026-01-03,2281.0,Bank Transfer,5347.77,3145.12,1309.06,2529.01,6291.39,1,2868.0,2242.65,1330.39,1029.0,3704.56,2025-09-26,3842.9700000000003,62.08,76.92,1013.44,2533.59,1572.85,2533.59,1572.85,2533.59,1572.85,True,True,True,True
3080,Eric,Conway,christopher14@example.net,Physics,Active,2.99,2024-02-07,Physics,3,10791.48,14280.77,3489.29,6,5,0,1,2025-08-04,8685.4,Check,4765.48,4149.21,872.2,1878.88,21073.15,0,12558.81,6853.18,2182.08,5138.46,11192.01,2025-10-31,-10281.670000000002,195.28,83.33,2158.3,2697.87,5268.29,2697.87,5268.29,2697.87,5268.29,True,True,False,True
3081,Christopher,Andrade,michael01@example.com,Psychology,On Leave,2.21,2022-10-30,Psychology,8,29272.96,31939.22,2666.26,12,9,2,1,2025-03-21,8280.0,Financial Aid,11034.44,8075.92,2285.59,4997.83,19261.64,1,12208.86,4540.19,2198.44,4867.7,12674.51,2025-06-16,10011.32,65.8,75.0,3252.55,7318.24,4815.41,7318.24,4815.41,7318.24,4815.41,True,True,True,True
3082,Lindsey,Phillips,falexander@example.net,History,Active,3.21,2022-10-20,History,7,48732.59,52602.39,3869.8,3,1,2,0,2025-09-08,4955.21,Financial Aid,19355.97,12593.95,2633.11,8259.4,3507.47,1,1760.41,1486.27,55.19,614.99,2794.19,2025-12-10,45225.119999999995,7.2,33.33,48732.59,12183.15,876.87,12183.15,876.87,12183.15,876.87,True,True,True,False
3083,Christina,Barron,jward@example.com,History,Active,3.74,2025-08-13,History,7,45921.04,50780.05,4859.01,10,9,1,0,2025-05-13,9181.07,Credit Card,23968.66,9814.99,3629.19,5556.82,7605.58,0,3682.62,1843.1,2179.17,920.91,6934.47,2025-10-31,38315.46,16.56,90.0,5102.34,11480.26,1901.39,11480.26,1901.39,11480.26,1901.39,True,True,True,True
3084,Stephen,Figueroa,zyoung@example.com,Physics,On Leave,2.22,2023-04-18,Physics,3,54262.85,56284.43,2021.58,3,2,1,0,2025-10-12,8209.06,Financial Aid,21811.8,17468.9,6930.25,7500.27,9450.3,0,5803.57,4077.3,479.64,1818.98,6690.28,2025-11-27,44812.55,17.42,66.67,27131.42,13565.71,2362.57,13565.71,2362.57,13565.71,2362.57,True,True,True,True
3085,David,Grant,carlagarcia@example.com,Physics,Active,2.19,2025-08-02,Physics,3,28359.29,31376.66,3017.37,12,11,1,0,2025-02-27,8492.42,Financial Aid,14395.41,6406.61,1503.02,3262.81,7703.25,0,4152.82,3425.41,1744.81,1487.87,7076.98,2025-06-13,20656.04,27.16,91.67,2578.12,7089.82,1925.81,7089.82,1925.81,7089.82,1925.81,True,True,True,True
3086,Carla,Peterson,butlergabrielle@example.net,Physics,Graduated,3.35,2025-06-22,Physics,3,37774.26,38994.4,1220.14,15,12,2,1,2025-10-16,9347.01,Financial Aid,18658.31,9158.55,3779.15,7635.26,18221.6,3,9552.88,5623.4,1498.85,3318.86,17284.01,2025-05-11,19552.660000000003,48.24,80.0,3147.86,9443.57,4555.4,9443.57,4555.4,9443.57,4555.4,True,True,True,True
3087,Andrew,Bonilla,yhendrix@example.net,Mathematics,Active,3.44,2025-04-04,Mathematics,2,55123.19,56517.4,1394.21,13,12,1,0,2026-01-08,9458.42,Credit Card,20055.3,18584.9,5497.71,12590.53,23035.17,2,12264.79,9030.85,2981.34,6130.72,17074.32,2025-08-01,32088.020000000004,41.79,92.31,4593.6,13780.8,5758.79,13780.8,5758.79,13780.8,5758.79,True,True,True,True
3088,Paula,Beasley,ernestwright@example.net,English,Graduated,3.7,2022-02-10,English,6,24301.95,28653.75,4351.8,10,8,2,0,2025-02-04,4795.11,Financial Aid,9976.09,5379.46,1959.74,5629.92,16318.35,3,7104.69,5641.71,4703.68,3277.87,11697.31,2025-10-03,7983.6,67.15,80.0,3037.74,6075.49,4079.59,6075.49,4079.59,6075.49,4079.59,True,True,True,True
3089,Robert,Gordon,edwinmiller@example.com,Mathematics,On Leave,3.63,2024-03-08,Mathematics,2,56428.93,60178.91,3749.98,14,14,0,0,2025-04-27,6959.34,Check,21380.38,19879.26,6494.69,7776.58,7464.23,1,4768.95,1550.96,1933.88,1533.54,5414.86,2025-03-12,48964.7,13.23,100.0,4030.64,14107.23,1866.06,14107.23,1866.06,14107.23,1866.06,True,True,False,True
3090,George,Casey,bblevins@example.net,Computer Science,Active,2.43,2024-08-05,Computer Science,1,7897.84,8374.380000000001,476.54,5,3,2,0,2025-04-18,8900.81,Bank Transfer,3316.6,2835.23,947.08,885.79,2521.92,0,1762.29,1174.31,161.78,362.18,1626.36,2025-05-26,5375.92,31.93,60.0,2632.61,1974.46,630.48,1974.46,630.48,1974.46,630.48,True,True,True,False
